h1	h2	h3	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	mu_cv5	mu_cv6	mu_cv7	mu_cv8	var_cv1	var_cv2	var_cv3	var_cv4	var_cv5	var_cv6	var_cv7	var_cv8
1.7763568394002505e-15	1e-15	1e-15	0.4068248290446389	0.002124419453609128	0.4095243416012051	0.40150411955703225	0.39868712010225843	0.40010420249756556	0.4085989544622855	0.41004626220176466	0.4170252081206065	0.40910842381439294	0.002158140397317209	0.002158140397317209	0.002158140397317209	0.002158140397317209	0.002158140397317209	0.002158140397317209	0.002158140397317209	0.002158140397317209
3.552713678800501e-15	1e-15	1e-15	0.39957384606857266	0.0030117934393751097	0.40584675139798837	0.39733018167878803	0.3956279827332089	0.40114183952807975	0.40921894793147423	0.40680068638469774	0.3890419314907429	0.3915824474036013	0.0030595996844445562	0.0030595996844445562	0.0030595996844445562	0.0030595996844445562	0.0030595996844445562	0.0030595996844445562	0.0030595996844445562	0.0030595996844445562
7.105427357601002e-15	1e-15	1e-15	0.4262803490512349	7.471563900434237e-05	0.43710651277057455	0.449684674725381	0.36998152996334316	0.4586902932175837	0.38272422300707565	0.47779037405320784	0.34674951522083314	0.33163015927076334	4.8600681914053736e-05	9.411346396144069e-05	3.2777591271525517e-05	5.282998538765095e-05	8.519341344935113e-05	6.360949922599227e-05	3.312169133082555e-05	0.00016469959311010975
1.4210854715202004e-14	1e-15	1e-15	0.40235569923486636	0.0018998376532670862	0.3969831225241518	0.4093785776794449	0.4060327376667525	0.40632471403192916	0.40625538517833587	0.40407554977874505	0.3963782232077296	0.3934172838118416	0.0019299938064935476	0.0019299938064935476	0.0019299938064935476	0.0019299938064935476	0.0019299938064935476	0.0019299938064935476	0.0019299938064935476	0.0019299938064935476
2.842170943040401e-14	1e-15	1e-15	0.4253662996846965	0.0013908133864205764	0.4319472468872846	0.42851562117559167	0.42226608203790256	0.4195119969348856	0.42289861451531235	0.42298229139391025	0.432854973669158	0.42195357086352653	0.0014128897893796331	0.0014128897893796331	0.0014128897893796331	0.0014128897893796331	0.0014128897893796331	0.0014128897893796331	0.0014128897893796331	0.0014128897893796331
5.684341886080802e-14	1e-15	1e-15	0.4356381290782815	0.0018753590120779817	0.4126929697840627	0.4203328283908084	0.41832896553716414	0.3937184826738812	0.3720765682803426	0.3688459655456748	0.3612742315205417	0.3516962639617808	0.0021358760906007358	0.0017157037449087866	0.0015167815715860292	0.0014336702525950139	0.0014336702525950139	0.0015167815715860292	0.0017157037449087873	0.002135876090600735
1.1368683772161603e-13	1e-15	1e-15	0.3817595239054709	0.001459296161376802	0.38682639716806716	0.37373149060398414	0.37730703052673575	0.38954559656149557	0.38133679988754926	0.3839835934297735	0.38257651924344843	0.37876876382271346	0.001482459592509767	0.001482459592509767	0.001482459592509767	0.001482459592509767	0.001482459592509767	0.001482459592509767	0.001482459592509767	0.001482459592509767
2.2737367544323206e-13	1e-15	1e-15	0.3840917544997805	0.001378673063515209	0.3892516177396974	0.3760808064624992	0.38078200360878467	0.38082553623274995	0.3881627603744384	0.38850698039277937	0.3809470857825373	0.38817724540475734	0.0014005567629360855	0.0014005567629360855	0.0014005567629360855	0.0014005567629360855	0.0014005567629360855	0.0014005567629360855	0.0014005567629360855	0.0014005567629360855
4.547473508864641e-13	1e-15	1e-15	0.3711889695427761	0.0023086081218768612	0.3641313208640858	0.37753826160512866	0.36558468695782453	0.3637757759622908	0.3794177614148375	0.3780944386935518	0.37085839802945586	0.37011111281503434	0.002345252695239986	0.002345252695239986	0.002345252695239986	0.002345252695239986	0.002345252695239986	0.002345252695239986	0.002345252695239986	0.002345252695239986
9.094947017729282e-13	1e-15	1e-15	0.340346627298536	0.003193725373342372	0.3226958221554015	0.3394694807240526	0.3457189653418849	0.3429581894328819	0.34673374020649356	0.33951975413768715	0.341487263383348	0.34418980300653823	0.003244419426887489	0.003244419426887489	0.003244419426887489	0.003244419426887489	0.003244419426887489	0.003244419426887489	0.003244419426887489	0.003244419426887489
